Transcript_ID	Length	Longest_ORF	Coding_Score	Classification
Cp_V2_contig_543	332	0	0.000	lncRNA
Cp_V2_contig_544	380	153	0.403	lncRNA
Cp_V2_contig_545	2137	366	0.171	lncRNA
Cp_V2_contig_546	2201	195	0.089	lncRNA
Cp_V2_contig_547	986	120	0.122	lncRNA
Cp_V2_contig_548	774	267	0.345	lncRNA
Cp_V2_contig_549	1287	561	0.436	lncRNA
Cp_V2_contig_550	1752	1293	0.738	coding
Cp_V2_contig_551	5390	642	0.119	lncRNA
Cp_V2_contig_552	560	42	0.075	lncRNA
Cp_V2_contig_553	1041	858	0.824	coding
Cp_V2_contig_554	904	519	0.574	coding
Cp_V2_contig_555	1789	582	0.325	lncRNA
Cp_V2_contig_556	800	132	0.165	lncRNA
Cp_V2_contig_557	1585	1398	0.882	coding
Cp_V2_contig_558	1271	174	0.137	lncRNA
Cp_V2_contig_559	571	204	0.357	lncRNA
Cp_V2_contig_560	521	168	0.322	lncRNA
Cp_V2_contig_561	1959	303	0.155	lncRNA
Cp_V2_contig_562	324	99	0.306	lncRNA
Cp_V2_contig_563	879	450	0.512	coding
Cp_V2_contig_564	2194	264	0.120	lncRNA
Cp_V2_contig_565	516	222	0.430	lncRNA
Cp_V2_contig_566	3712	1524	0.411	lncRNA
Cp_V2_contig_567	701	408	0.582	coding
Cp_V2_contig_568	3940	3708	0.941	coding
Cp_V2_contig_569	735	330	0.449	lncRNA
Cp_V2_contig_570	392	132	0.337	lncRNA
Cp_V2_contig_571	1070	210	0.196	lncRNA
Cp_V2_contig_572	1677	1434	0.855	coding
Cp_V2_contig_573	708	147	0.208	lncRNA
Cp_V2_contig_574	965	162	0.168	lncRNA
Cp_V2_contig_575	811	21	0.026	lncRNA
Cp_V2_contig_576	739	156	0.211	lncRNA
Cp_V2_contig_577	939	525	0.559	coding
Cp_V2_contig_578	859	816	0.950	coding
Cp_V2_contig_579	1237	189	0.153	lncRNA
Cp_V2_contig_580	559	84	0.150	lncRNA
Cp_V2_contig_581	499	66	0.132	lncRNA
Cp_V2_contig_582	373	63	0.169	lncRNA
Cp_V2_contig_583	569	9	0.016	lncRNA
Cp_V2_contig_584	1949	345	0.177	lncRNA
Cp_V2_contig_585	560	12	0.021	lncRNA
Cp_V2_contig_586	1847	159	0.086	lncRNA
Cp_V2_contig_587	413	153	0.370	lncRNA
Cp_V2_contig_588	339	0	0.000	lncRNA
Cp_V2_contig_589	425	240	0.565	coding
Cp_V2_contig_590	308	183	0.594	coding
Cp_V2_contig_591	395	57	0.144	lncRNA
Cp_V2_contig_592	550	318	0.578	coding
Cp_V2_contig_593	1769	1068	0.604	coding
Cp_V2_contig_594	423	153	0.362	lncRNA
Cp_V2_contig_595	2706	102	0.038	lncRNA
Cp_V2_contig_596	423	81	0.191	lncRNA
Cp_V2_contig_597	1153	996	0.864	coding
Cp_V2_contig_598	3021	2745	0.909	coding
Cp_V2_contig_599	418	36	0.086	lncRNA
Cp_V2_contig_600	316	24	0.076	lncRNA
Cp_V2_contig_601	1066	153	0.144	lncRNA
Cp_V2_contig_602	911	300	0.329	lncRNA
Cp_V2_contig_603	653	117	0.179	lncRNA
Cp_V2_contig_604	319	180	0.564	coding
Cp_V2_contig_605	1605	153	0.095	lncRNA
Cp_V2_contig_606	1740	153	0.088	lncRNA
Cp_V2_contig_607	1499	207	0.138	lncRNA
Cp_V2_contig_608	1424	747	0.525	coding
Cp_V2_contig_609	1054	93	0.088	lncRNA
Cp_V2_contig_610	2211	237	0.107	lncRNA
Cp_V2_contig_611	302	84	0.278	lncRNA
Cp_V2_contig_612	1826	1602	0.877	coding
Cp_V2_contig_613	538	48	0.089	lncRNA
Cp_V2_contig_614	305	126	0.413	lncRNA
Cp_V2_contig_615	431	0	0.000	lncRNA
Cp_V2_contig_616	1065	858	0.806	coding
Cp_V2_contig_617	2351	1989	0.846	coding
Cp_V2_contig_618	418	162	0.388	lncRNA
Cp_V2_contig_619	1245	921	0.740	coding
Cp_V2_contig_620	713	123	0.173	lncRNA
Cp_V2_contig_621	2667	375	0.141	lncRNA
Cp_V2_contig_622	664	207	0.312	lncRNA
Cp_V2_contig_623	1658	135	0.081	lncRNA
Cp_V2_contig_624	915	165	0.180	lncRNA
Cp_V2_contig_625	1450	1077	0.743	coding
Cp_V2_contig_626	5554	4989	0.898	coding
Cp_V2_contig_627	2549	2412	0.946	coding
Cp_V2_contig_628	443	36	0.081	lncRNA
Cp_V2_contig_629	1199	69	0.058	lncRNA
Cp_V2_contig_630	1021	69	0.068	lncRNA
Cp_V2_contig_631	3075	2910	0.946	coding
Cp_V2_contig_632	1342	1137	0.847	coding
Cp_V2_contig_633	1988	438	0.220	lncRNA
Cp_V2_contig_634	803	57	0.071	lncRNA
Cp_V2_contig_635	1858	1770	0.953	coding
Cp_V2_contig_636	1290	276	0.214	lncRNA
Cp_V2_contig_637	2374	2010	0.847	coding
Cp_V2_contig_638	4572	507	0.111	lncRNA
Cp_V2_contig_639	1587	1515	0.955	coding
Cp_V2_contig_640	308	87	0.282	lncRNA
Cp_V2_contig_641	1355	1227	0.906	coding
Cp_V2_contig_642	350	24	0.069	lncRNA
Cp_V2_contig_643	1560	1050	0.673	coding
Cp_V2_contig_644	959	645	0.673	coding
Cp_V2_contig_645	551	72	0.131	lncRNA
Cp_V2_contig_646	639	135	0.211	lncRNA
Cp_V2_contig_647	463	6	0.013	lncRNA
Cp_V2_contig_648	379	0	0.000	lncRNA
Cp_V2_contig_649	1099	183	0.167	lncRNA
Cp_V2_contig_650	505	234	0.463	lncRNA
Cp_V2_contig_651	2084	363	0.174	lncRNA
Cp_V2_contig_652	4569	4050	0.886	coding
Cp_V2_contig_653	402	0	0.000	lncRNA
Cp_V2_contig_654	581	186	0.320	lncRNA
Cp_V2_contig_655	401	78	0.195	lncRNA
Cp_V2_contig_656	560	57	0.102	lncRNA
Cp_V2_contig_657	382	144	0.377	lncRNA
Cp_V2_contig_658	1361	1257	0.924	coding
Cp_V2_contig_659	575	156	0.271	lncRNA
Cp_V2_contig_660	551	516	0.936	coding
Cp_V2_contig_661	600	384	0.640	coding
Cp_V2_contig_662	1585	141	0.089	lncRNA
Cp_V2_contig_663	354	192	0.542	coding
Cp_V2_contig_664	1646	1215	0.738	coding
Cp_V2_contig_665	2487	1818	0.731	coding
Cp_V2_contig_666	385	147	0.382	lncRNA
Cp_V2_contig_667	553	282	0.510	coding
Cp_V2_contig_668	428	78	0.182	lncRNA
Cp_V2_contig_669	1037	255	0.246	lncRNA
Cp_V2_contig_670	534	126	0.236	lncRNA
Cp_V2_contig_671	2445	252	0.103	lncRNA
Cp_V2_contig_672	1610	276	0.171	lncRNA
Cp_V2_contig_673	1445	246	0.170	lncRNA
Cp_V2_contig_674	623	120	0.193	lncRNA
Cp_V2_contig_675	1458	198	0.136	lncRNA
Cp_V2_contig_676	1434	1125	0.785	coding
Cp_V2_contig_677	3325	984	0.296	lncRNA
Cp_V2_contig_678	1058	108	0.102	lncRNA
Cp_V2_contig_679	745	114	0.153	lncRNA
Cp_V2_contig_680	2700	426	0.158	lncRNA
Cp_V2_contig_681	1586	1440	0.908	coding
Cp_V2_contig_682	1748	1650	0.944	coding
Cp_V2_contig_683	1191	1005	0.844	coding
Cp_V2_contig_684	458	24	0.052	lncRNA
Cp_V2_contig_685	2374	207	0.087	lncRNA
Cp_V2_contig_686	2972	279	0.094	lncRNA
Cp_V2_contig_687	1476	189	0.128	lncRNA
Cp_V2_contig_688	1075	267	0.248	lncRNA
Cp_V2_contig_689	1281	120	0.094	lncRNA
Cp_V2_contig_690	1049	171	0.163	lncRNA
Cp_V2_contig_691	553	0	0.000	lncRNA
Cp_V2_contig_692	1071	318	0.297	lncRNA
Cp_V2_contig_693	1230	957	0.778	coding
Cp_V2_contig_694	1095	285	0.260	lncRNA
Cp_V2_contig_695	1565	621	0.397	lncRNA
Cp_V2_contig_696	474	51	0.108	lncRNA
Cp_V2_contig_697	2922	186	0.064	lncRNA
Cp_V2_contig_698	425	120	0.282	lncRNA
Cp_V2_contig_699	788	213	0.270	lncRNA
Cp_V2_contig_700	599	588	0.982	coding
Cp_V2_contig_701	1264	1140	0.902	coding
Cp_V2_contig_702	563	471	0.837	coding
Cp_V2_contig_703	2409	171	0.071	lncRNA
Cp_V2_contig_704	329	51	0.155	lncRNA
Cp_V2_contig_705	412	204	0.495	lncRNA
Cp_V2_contig_706	471	102	0.217	lncRNA
Cp_V2_contig_707	820	687	0.838	coding
Cp_V2_contig_708	408	0	0.000	lncRNA
Cp_V2_contig_709	526	45	0.086	lncRNA
Cp_V2_contig_710	495	84	0.170	lncRNA
Cp_V2_contig_711	806	240	0.298	lncRNA
Cp_V2_contig_712	369	0	0.000	lncRNA
Cp_V2_contig_713	959	75	0.078	lncRNA
Cp_V2_contig_714	649	90	0.139	lncRNA
Cp_V2_contig_715	671	234	0.349	lncRNA
Cp_V2_contig_716	1222	450	0.368	lncRNA
Cp_V2_contig_717	1420	600	0.423	lncRNA
Cp_V2_contig_718	379	0	0.000	lncRNA
Cp_V2_contig_719	506	147	0.291	lncRNA
Cp_V2_contig_720	814	702	0.862	coding
Cp_V2_contig_721	776	474	0.611	coding
Cp_V2_contig_722	338	57	0.169	lncRNA
Cp_V2_contig_723	319	66	0.207	lncRNA
Cp_V2_contig_724	2600	144	0.055	lncRNA
Cp_V2_contig_725	609	111	0.182	lncRNA
Cp_V2_contig_726	868	501	0.577	coding
Cp_V2_contig_727	1717	153	0.089	lncRNA
Cp_V2_contig_728	449	75	0.167	lncRNA
Cp_V2_contig_729	1718	249	0.145	lncRNA
Cp_V2_contig_730	428	204	0.477	lncRNA
Cp_V2_contig_731	1826	1572	0.861	coding
Cp_V2_contig_732	339	78	0.230	lncRNA
Cp_V2_contig_733	1621	210	0.130	lncRNA
Cp_V2_contig_734	1129	1005	0.890	coding
Cp_V2_contig_735	747	84	0.112	lncRNA
Cp_V2_contig_736	1243	135	0.109	lncRNA
Cp_V2_contig_737	1377	1173	0.852	coding
Cp_V2_contig_738	623	336	0.539	coding
Cp_V2_contig_739	513	141	0.275	lncRNA
Cp_V2_contig_740	1541	234	0.152	lncRNA
Cp_V2_contig_741	511	336	0.658	coding
Cp_V2_contig_742	1080	63	0.058	lncRNA
Cp_V2_contig_743	973	552	0.567	coding
Cp_V2_contig_744	596	225	0.378	lncRNA
Cp_V2_contig_745	996	177	0.178	lncRNA
Cp_V2_contig_746	1502	1314	0.875	coding
Cp_V2_contig_747	680	171	0.251	lncRNA
Cp_V2_contig_748	843	174	0.206	lncRNA
Cp_V2_contig_749	585	114	0.195	lncRNA
Cp_V2_contig_750	625	135	0.216	lncRNA
Cp_V2_contig_751	1807	1530	0.847	coding
Cp_V2_contig_752	387	189	0.488	lncRNA
Cp_V2_contig_753	3479	3174	0.912	coding
Cp_V2_contig_754	883	153	0.173	lncRNA
Cp_V2_contig_755	1347	411	0.305	lncRNA
Cp_V2_contig_756	1007	195	0.194	lncRNA
Cp_V2_contig_757	792	468	0.591	coding
Cp_V2_contig_758	561	126	0.225	lncRNA
Cp_V2_contig_759	1176	762	0.648	coding
Cp_V2_contig_760	1648	1566	0.950	coding
Cp_V2_contig_761	628	300	0.478	lncRNA
Cp_V2_contig_762	2674	900	0.337	lncRNA
Cp_V2_contig_763	1631	480	0.294	lncRNA
Cp_V2_contig_764	911	120	0.132	lncRNA
Cp_V2_contig_765	879	378	0.430	lncRNA
Cp_V2_contig_766	554	213	0.384	lncRNA
Cp_V2_contig_767	485	45	0.093	lncRNA
Cp_V2_contig_768	610	273	0.448	lncRNA
Cp_V2_contig_769	1255	27	0.022	lncRNA
Cp_V2_contig_770	1604	1380	0.860	coding
Cp_V2_contig_771	442	141	0.319	lncRNA
Cp_V2_contig_772	325	171	0.526	coding
Cp_V2_contig_773	937	606	0.647	coding
Cp_V2_contig_774	1270	180	0.142	lncRNA
Cp_V2_contig_775	725	165	0.228	lncRNA
Cp_V2_contig_776	508	108	0.213	lncRNA
Cp_V2_contig_777	1323	462	0.349	lncRNA
Cp_V2_contig_778	1411	348	0.247	lncRNA
Cp_V2_contig_779	1583	219	0.138	lncRNA
Cp_V2_contig_780	318	24	0.075	lncRNA
Cp_V2_contig_781	1211	726	0.600	coding
Cp_V2_contig_782	307	18	0.059	lncRNA
Cp_V2_contig_783	499	60	0.120	lncRNA
Cp_V2_contig_784	481	402	0.836	coding
Cp_V2_contig_785	2535	258	0.102	lncRNA
Cp_V2_contig_786	428	108	0.252	lncRNA
Cp_V2_contig_787	3043	153	0.050	lncRNA
Cp_V2_contig_788	1021	276	0.270	lncRNA
Cp_V2_contig_789	772	6	0.008	lncRNA
Cp_V2_contig_790	871	141	0.162	lncRNA
Cp_V2_contig_791	496	30	0.060	lncRNA
Cp_V2_contig_792	488	51	0.105	lncRNA
Cp_V2_contig_793	471	291	0.618	coding
Cp_V2_contig_794	314	201	0.640	coding
Cp_V2_contig_795	1914	1290	0.674	coding
Cp_V2_contig_796	1096	393	0.359	lncRNA
Cp_V2_contig_797	1591	1356	0.852	coding
Cp_V2_contig_798	1998	258	0.129	lncRNA
Cp_V2_contig_799	513	54	0.105	lncRNA
Cp_V2_contig_800	1549	180	0.116	lncRNA
Cp_V2_contig_801	566	159	0.281	lncRNA
Cp_V2_contig_802	778	180	0.231	lncRNA
Cp_V2_contig_803	1980	1866	0.942	coding
Cp_V2_contig_804	606	90	0.149	lncRNA
Cp_V2_contig_805	420	63	0.150	lncRNA
Cp_V2_contig_806	1135	255	0.225	lncRNA
Cp_V2_contig_807	499	84	0.168	lncRNA
Cp_V2_contig_808	1091	177	0.162	lncRNA
Cp_V2_contig_809	971	333	0.343	lncRNA
Cp_V2_contig_810	659	174	0.264	lncRNA
Cp_V2_contig_811	2724	237	0.087	lncRNA
Cp_V2_contig_812	982	195	0.199	lncRNA
Cp_V2_contig_813	4619	423	0.092	lncRNA
Cp_V2_contig_814	1040	264	0.254	lncRNA
Cp_V2_contig_815	941	420	0.446	lncRNA
Cp_V2_contig_816	1971	219	0.111	lncRNA
Cp_V2_contig_817	1672	1323	0.791	coding
Cp_V2_contig_818	597	102	0.171	lncRNA
Cp_V2_contig_819	2892	2772	0.959	coding
Cp_V2_contig_820	303	27	0.089	lncRNA
Cp_V2_contig_821	333	69	0.207	lncRNA
Cp_V2_contig_822	690	480	0.696	coding
Cp_V2_contig_823	3046	2073	0.681	coding
Cp_V2_contig_824	4221	294	0.070	lncRNA
Cp_V2_contig_825	543	63	0.116	lncRNA
Cp_V2_contig_826	382	168	0.440	lncRNA
Cp_V2_contig_827	486	111	0.228	lncRNA
Cp_V2_contig_828	1102	105	0.095	lncRNA
Cp_V2_contig_829	304	0	0.000	lncRNA
Cp_V2_contig_830	1093	258	0.236	lncRNA
Cp_V2_contig_831	3310	228	0.069	lncRNA
Cp_V2_contig_832	320	15	0.047	lncRNA
Cp_V2_contig_833	913	837	0.917	coding
Cp_V2_contig_834	1022	360	0.352	lncRNA
Cp_V2_contig_835	1214	309	0.255	lncRNA
Cp_V2_contig_836	470	9	0.019	lncRNA
Cp_V2_contig_837	2113	264	0.125	lncRNA
Cp_V2_contig_838	440	177	0.402	lncRNA
Cp_V2_contig_839	1048	759	0.724	coding
Cp_V2_contig_840	458	108	0.236	lncRNA
Cp_V2_contig_841	789	657	0.833	coding
Cp_V2_contig_842	567	21	0.037	lncRNA
Cp_V2_contig_843	358	6	0.017	lncRNA
Cp_V2_contig_844	497	231	0.465	lncRNA
Cp_V2_contig_845	1580	1458	0.923	coding
Cp_V2_contig_846	2771	1473	0.532	coding
Cp_V2_contig_847	471	330	0.701	coding
Cp_V2_contig_848	510	354	0.694	coding
Cp_V2_contig_849	574	15	0.026	lncRNA
Cp_V2_contig_850	1711	1512	0.884	coding
Cp_V2_contig_851	454	126	0.278	lncRNA
Cp_V2_contig_852	3388	666	0.197	lncRNA
Cp_V2_contig_853	1017	81	0.080	lncRNA
Cp_V2_contig_854	769	129	0.168	lncRNA
Cp_V2_contig_855	648	57	0.088	lncRNA
Cp_V2_contig_856	1063	231	0.217	lncRNA
Cp_V2_contig_857	544	486	0.893	coding
Cp_V2_contig_858	443	132	0.298	lncRNA
Cp_V2_contig_859	1420	492	0.346	lncRNA
Cp_V2_contig_860	1465	1152	0.786	coding
Cp_V2_contig_861	1708	1428	0.836	coding
Cp_V2_contig_862	319	147	0.461	lncRNA
Cp_V2_contig_863	1655	1245	0.752	coding
Cp_V2_contig_864	589	243	0.413	lncRNA
Cp_V2_contig_865	1936	1371	0.708	coding
Cp_V2_contig_866	1474	240	0.163	lncRNA
Cp_V2_contig_867	1172	159	0.136	lncRNA
Cp_V2_contig_868	2152	1695	0.788	coding
Cp_V2_contig_869	615	129	0.210	lncRNA
Cp_V2_contig_870	945	237	0.251	lncRNA
Cp_V2_contig_871	928	717	0.773	coding
Cp_V2_contig_872	392	252	0.643	coding
Cp_V2_contig_873	1314	213	0.162	lncRNA
Cp_V2_contig_874	1180	927	0.786	coding
Cp_V2_contig_875	1414	1119	0.791	coding
Cp_V2_contig_876	1378	291	0.211	lncRNA
Cp_V2_contig_877	337	63	0.187	lncRNA
Cp_V2_contig_878	673	441	0.655	coding
Cp_V2_contig_879	1286	786	0.611	coding
Cp_V2_contig_880	579	144	0.249	lncRNA
Cp_V2_contig_881	700	24	0.034	lncRNA
Cp_V2_contig_882	1727	156	0.090	lncRNA
Cp_V2_contig_883	1329	303	0.228	lncRNA
Cp_V2_contig_884	1155	165	0.143	lncRNA
Cp_V2_contig_885	328	102	0.311	lncRNA
Cp_V2_contig_886	597	90	0.151	lncRNA
Cp_V2_contig_887	1351	1188	0.879	coding
Cp_V2_contig_888	791	117	0.148	lncRNA
Cp_V2_contig_889	742	72	0.097	lncRNA
Cp_V2_contig_890	535	156	0.292	lncRNA
Cp_V2_contig_891	335	87	0.260	lncRNA
Cp_V2_contig_892	455	57	0.125	lncRNA
Cp_V2_contig_893	984	171	0.174	lncRNA
Cp_V2_contig_894	740	576	0.778	coding
Cp_V2_contig_895	663	84	0.127	lncRNA
Cp_V2_contig_896	512	87	0.170	lncRNA
Cp_V2_contig_897	834	234	0.281	lncRNA
Cp_V2_contig_898	419	147	0.351	lncRNA
Cp_V2_contig_899	436	96	0.220	lncRNA
Cp_V2_contig_900	861	153	0.178	lncRNA
Cp_V2_contig_901	1575	1467	0.931	coding
Cp_V2_contig_902	1132	156	0.138	lncRNA
Cp_V2_contig_903	420	165	0.393	lncRNA
Cp_V2_contig_904	1236	540	0.437	lncRNA
Cp_V2_contig_905	1580	264	0.167	lncRNA
Cp_V2_contig_906	1229	129	0.105	lncRNA
Cp_V2_contig_907	446	45	0.101	lncRNA
Cp_V2_contig_908	1273	948	0.745	coding
Cp_V2_contig_909	457	318	0.696	coding
Cp_V2_contig_910	823	168	0.204	lncRNA
Cp_V2_contig_911	1250	924	0.739	coding
Cp_V2_contig_912	1267	984	0.777	coding
Cp_V2_contig_913	663	159	0.240	lncRNA
Cp_V2_contig_914	1119	201	0.180	lncRNA
Cp_V2_contig_915	2022	1701	0.841	coding
Cp_V2_contig_916	1096	906	0.827	coding
Cp_V2_contig_917	1571	1266	0.806	coding
Cp_V2_contig_918	1330	195	0.147	lncRNA
Cp_V2_contig_919	659	66	0.100	lncRNA
Cp_V2_contig_920	877	69	0.079	lncRNA
Cp_V2_contig_921	491	48	0.098	lncRNA
Cp_V2_contig_922	812	126	0.155	lncRNA
Cp_V2_contig_923	2033	225	0.111	lncRNA
Cp_V2_contig_924	546	282	0.516	coding
Cp_V2_contig_925	1213	291	0.240	lncRNA
Cp_V2_contig_926	407	156	0.383	lncRNA
Cp_V2_contig_927	456	120	0.263	lncRNA
Cp_V2_contig_928	846	669	0.791	coding
Cp_V2_contig_929	762	702	0.921	coding
Cp_V2_contig_930	320	120	0.375	lncRNA
Cp_V2_contig_931	1042	735	0.705	coding
Cp_V2_contig_932	4113	3849	0.936	coding
Cp_V2_contig_933	1293	288	0.223	lncRNA
Cp_V2_contig_934	1115	240	0.215	lncRNA
Cp_V2_contig_935	408	207	0.507	coding
Cp_V2_contig_936	720	660	0.917	coding
Cp_V2_contig_937	532	360	0.677	coding
Cp_V2_contig_938	970	798	0.823	coding
Cp_V2_contig_939	1694	237	0.140	lncRNA
Cp_V2_contig_940	1544	1500	0.972	coding
Cp_V2_contig_941	1449	96	0.066	lncRNA
Cp_V2_contig_942	1665	258	0.155	lncRNA
Cp_V2_contig_943	1639	123	0.075	lncRNA
Cp_V2_contig_944	424	228	0.538	coding
Cp_V2_contig_945	498	336	0.675	coding
Cp_V2_contig_946	912	111	0.122	lncRNA
Cp_V2_contig_947	1381	693	0.502	coding
Cp_V2_contig_948	1578	78	0.049	lncRNA
Cp_V2_contig_949	676	30	0.044	lncRNA
Cp_V2_contig_950	491	174	0.354	lncRNA
Cp_V2_contig_951	1216	144	0.118	lncRNA
Cp_V2_contig_952	942	108	0.115	lncRNA
Cp_V2_contig_953	1660	1116	0.672	coding
Cp_V2_contig_954	488	0	0.000	lncRNA
Cp_V2_contig_955	1662	303	0.182	lncRNA
Cp_V2_contig_956	349	0	0.000	lncRNA
Cp_V2_contig_957	1187	171	0.144	lncRNA
Cp_V2_contig_958	1592	228	0.143	lncRNA
Cp_V2_contig_959	480	243	0.506	coding
Cp_V2_contig_960	781	297	0.380	lncRNA
Cp_V2_contig_961	1232	165	0.134	lncRNA
Cp_V2_contig_962	2787	147	0.053	lncRNA
Cp_V2_contig_963	1577	156	0.099	lncRNA
Cp_V2_contig_964	839	180	0.215	lncRNA
Cp_V2_contig_965	3481	2955	0.849	coding
Cp_V2_contig_966	1211	267	0.220	lncRNA
Cp_V2_contig_967	564	84	0.149	lncRNA
Cp_V2_contig_968	590	243	0.412	lncRNA
Cp_V2_contig_969	320	72	0.225	lncRNA
Cp_V2_contig_970	961	174	0.181	lncRNA
Cp_V2_contig_971	366	213	0.582	coding
Cp_V2_contig_972	975	207	0.212	lncRNA
Cp_V2_contig_973	1293	180	0.139	lncRNA
Cp_V2_contig_974	1311	129	0.098	lncRNA
Cp_V2_contig_975	1633	1500	0.919	coding
Cp_V2_contig_976	481	84	0.175	lncRNA
Cp_V2_contig_977	2430	1770	0.728	coding
Cp_V2_contig_978	1954	1173	0.600	coding
Cp_V2_contig_979	1334	141	0.106	lncRNA
Cp_V2_contig_980	1074	471	0.439	lncRNA
Cp_V2_contig_981	502	93	0.185	lncRNA
Cp_V2_contig_982	758	162	0.214	lncRNA
Cp_V2_contig_983	802	162	0.202	lncRNA
Cp_V2_contig_984	3825	300	0.078	lncRNA
Cp_V2_contig_985	647	594	0.918	coding
Cp_V2_contig_986	1329	291	0.219	lncRNA
Cp_V2_contig_987	1941	363	0.187	lncRNA
Cp_V2_contig_988	379	0	0.000	lncRNA
Cp_V2_contig_989	2918	2529	0.867	coding
Cp_V2_contig_990	1152	123	0.107	lncRNA
Cp_V2_contig_991	1267	414	0.327	lncRNA
Cp_V2_contig_992	1386	330	0.238	lncRNA
Cp_V2_contig_993	587	408	0.695	coding
Cp_V2_contig_994	514	60	0.117	lncRNA
Cp_V2_contig_995	502	0	0.000	lncRNA
Cp_V2_contig_996	606	210	0.347	lncRNA
Cp_V2_contig_997	834	138	0.165	lncRNA
Cp_V2_contig_998	416	264	0.635	coding
Cp_V2_contig_999	324	21	0.065	lncRNA
Cp_V2_contig_1000	2020	285	0.141	lncRNA
Cp_V2_contig_1001	358	102	0.285	lncRNA
Cp_V2_contig_1002	394	183	0.464	lncRNA
Cp_V2_contig_1003	1025	762	0.743	coding
Cp_V2_contig_1004	431	60	0.139	lncRNA
Cp_V2_contig_1005	2061	363	0.176	lncRNA
Cp_V2_contig_1006	1831	696	0.380	lncRNA
Cp_V2_contig_1007	308	36	0.117	lncRNA
Cp_V2_contig_1008	347	21	0.061	lncRNA
Cp_V2_contig_1009	1181	939	0.795	coding
Cp_V2_contig_1010	1034	216	0.209	lncRNA
Cp_V2_contig_1011	1416	957	0.676	coding
Cp_V2_contig_1012	391	135	0.345	lncRNA
Cp_V2_contig_1013	1332	198	0.149	lncRNA
Cp_V2_contig_1014	966	300	0.311	lncRNA
Cp_V2_contig_1015	1251	1098	0.878	coding
Cp_V2_contig_1016	317	24	0.076	lncRNA
Cp_V2_contig_1017	443	90	0.203	lncRNA
Cp_V2_contig_1018	470	99	0.211	lncRNA
Cp_V2_contig_1019	1921	1605	0.836	coding
Cp_V2_contig_1020	1144	78	0.068	lncRNA
Cp_V2_contig_1021	427	33	0.077	lncRNA
Cp_V2_contig_1022	1479	177	0.120	lncRNA
Cp_V2_contig_1023	499	60	0.120	lncRNA
Cp_V2_contig_1024	1146	285	0.249	lncRNA
Cp_V2_contig_1025	2294	207	0.090	lncRNA
Cp_V2_contig_1026	1439	153	0.106	lncRNA
Cp_V2_contig_1027	624	414	0.663	coding
Cp_V2_contig_1028	2462	111	0.045	lncRNA
Cp_V2_contig_1029	500	195	0.390	lncRNA
Cp_V2_contig_1030	563	54	0.096	lncRNA
Cp_V2_contig_1031	508	192	0.378	lncRNA
Cp_V2_contig_1032	750	93	0.124	lncRNA
Cp_V2_contig_1033	1849	525	0.284	lncRNA
Cp_V2_contig_1034	1055	861	0.816	coding
Cp_V2_contig_1035	530	105	0.198	lncRNA
Cp_V2_contig_1036	1240	795	0.641	coding
Cp_V2_contig_1037	945	636	0.673	coding
Cp_V2_contig_1038	1247	90	0.072	lncRNA
Cp_V2_contig_1039	516	177	0.343	lncRNA
Cp_V2_contig_1040	698	561	0.804	coding
Cp_V2_contig_1041	1165	1077	0.924	coding
Cp_V2_contig_1042	2622	330	0.126	lncRNA
Cp_V2_contig_1043	566	375	0.663	coding
Cp_V2_contig_1044	736	69	0.094	lncRNA
Cp_V2_contig_1045	316	72	0.228	lncRNA
Cp_V2_contig_1046	1521	1302	0.856	coding
Cp_V2_contig_1047	1078	888	0.824	coding
Cp_V2_contig_1048	903	462	0.512	coding
Cp_V2_contig_1049	699	186	0.266	lncRNA
Cp_V2_contig_1050	1012	435	0.430	lncRNA
Cp_V2_contig_1051	1762	1617	0.918	coding
Cp_V2_contig_1052	492	90	0.183	lncRNA
Cp_V2_contig_1053	1447	309	0.214	lncRNA
Cp_V2_contig_1054	431	0	0.000	lncRNA
Cp_V2_contig_1055	763	111	0.145	lncRNA
Cp_V2_contig_1056	806	552	0.685	coding
Cp_V2_contig_1057	1513	363	0.240	lncRNA
Cp_V2_contig_1058	2469	228	0.092	lncRNA
Cp_V2_contig_1059	911	192	0.211	lncRNA
Cp_V2_contig_1060	1964	123	0.063	lncRNA
Cp_V2_contig_1061	696	102	0.147	lncRNA
Cp_V2_contig_1062	925	273	0.295	lncRNA
Cp_V2_contig_1063	1260	189	0.150	lncRNA
Cp_V2_contig_1064	863	138	0.160	lncRNA
Cp_V2_contig_1065	840	111	0.132	lncRNA
Cp_V2_contig_1066	2046	1866	0.912	coding
Cp_V2_contig_1067	2574	2334	0.907	coding
Cp_V2_contig_1068	4368	3609	0.826	coding
Cp_V2_contig_1069	1426	159	0.112	lncRNA
Cp_V2_contig_1070	1861	954	0.513	coding
Cp_V2_contig_1071	1627	1254	0.771	coding
Cp_V2_contig_1072	2885	354	0.123	lncRNA
Cp_V2_contig_1073	617	216	0.350	lncRNA
Cp_V2_contig_1074	1446	999	0.691	coding
Cp_V2_contig_1075	1986	1119	0.563	coding
Cp_V2_contig_1076	924	183	0.198	lncRNA
Cp_V2_contig_1077	586	174	0.297	lncRNA
Cp_V2_contig_1078	1855	1578	0.851	coding
Cp_V2_contig_1079	1247	936	0.751	coding
Cp_V2_contig_1080	833	99	0.119	lncRNA
Cp_V2_contig_1081	456	117	0.257	lncRNA
